source,source_entry,date_day,date_month,date_year,actor_id,actor_first_name,actor_surname,role,status,phase
BRGA818,2081612,2,8,1612,6835,Philips,Van der Vriesen,member,apprentice,start
BRGA818,2081612,2,8,1612,6690,Godfried,Rogaerts,member,teacher,start
BRGA818,2091675,2,9,1675,150,Victor,Janssens,painter,apprentice,start
BRGA818,2091675,2,9,1675,3118,Lanceloot,Volders,painter,teacher,start
BRGA818,2101689,2,10,1689,5669,Hieronymus,Ringheler,glazier,master,start
BRGA818,2111693,2,11,1693,5729,Egidius,Basavechia,painter,master,start
BRGA818,03021629A,3,2,1629,6295,Peter,Soetemans,painter,apprentice,start
BRGA818,03021629A,3,2,1629,6062,Lanceloot,Lefebure,painter,teacher,start
BRGA818,03021629B,3,2,1629,6297,Herman,Bruyens,glazier,master,start
BRGA818,3031657,3,3,1657,2872,Francois,Van Froonhoven,painter,master,start
BRGA818,3031675,3,3,1675,5427,Philips,Mille,goldsmith,apprentice,start
BRGA818,3031675,3,3,1675,3252,Francois,Ysenbaut,goldsmith,teacher,start
BRGA818,3041607,3,4,1607,6224,Jacob,De Vries,stained-glass painter,master,start
BRGA818,3051634,3,5,1634,509,Jacques,Artois,member,master,start
BRGA818,3051634,3,5,1634,5932,Jan,Mertens,member,teacher,former
BRGA818,3051634,3,5,1634,509,Jacques,Artois,member,apprentice,former
BRGA818,3051675,3,5,1675,5425,Joos,Hermans,glazier,apprentice,start
BRGA818,3051675,3,5,1675,5426,Peter,De Rauw,glazier,teacher,start
BRGA818,3061617,3,6,1617,6718,Christoffel,Pauwens,member,apprentice,start
BRGA818,3061617,3,6,1617,6720,Bernard,Dierdone,member,teacher,start
BRGA818,3071629,3,7,1629,6257,Jan,De Smedt,painter,apprentice,start
BRGA818,3071629,3,7,1629,2976,Leo,Van Heil,painter,teacher,start
BRGA818,3071641,3,7,1641,2924,Francois,De Bacquelerot,painter,apprentice,start
BRGA818,3071641,3,7,1641,2926,Jan,De Paege,painter,teacher,start
BRGA818,3071645,3,7,1645,3033,Jan,Van Daele,member,apprentice,start
BRGA818,3071645,3,7,1645,5833,Richard,Van Orley,member,teacher,start
BRGA818,03071690A,3,7,1690,5675,Leo,Van Heul,member,master’s son,start
BRGA818,03071690B,3,7,1690,5676,Hendrick,Heretibaudt,painter,master,start
BRGA818,03071690C,3,7,1690,582,Jacob,Van der Heyden,member,teacher,start
BRGA818,03071690C,3,7,1690,5692,,Horick,member,apprentice,start
BRGA818,3091610,3,9,1610,6021,Michiel,De Haese,member,master,start
BRGA818,3101631,3,10,1631,5537,Melchior,Sallaert,member,master,start
BRGA818,3101631,3,10,1631,5537,Melchior,Sallaert,member,apprentice,former
BRGA818,3101631,3,10,1631,490,Antoon,Sallaert,member,teacher,former
BRGA818,3101651,3,10,1651,3159,Jan,Marssche,member,apprentice,start
BRGA818,3101651,3,10,1651,2979,Jan Baptist,Van Heil,member,teacher,start
BRGA818,3101661,3,10,1661,3050,Adam Francois,Van der Meulen,painter,teacher,start
BRGA818,3101661,3,10,1661,5358,Thomas,Pins,painter,apprentice,start
BRGA818,3101663,3,10,1663,5643,Engel,Godtsvriendt,glazier,master’s son,start
BRGA818,03111607A,3,11,1607,713,Gaspar,De Craeyer,painter,master,start
BRGA818,03111607A,3,11,1607,6294,Gaspar,De Craeyer,painter,master,start
BRGA818,03111607B,3,11,1607,6304,Joris,Storm,painter,master,start
BRGA818,3111610,3,11,1610,2932,Jan,Van Velthoven,member,master,start
BRGA818,3111610,3,11,1610,6668,[son of] Maerten,De Vos,member,teacher,former
BRGA818,3111611,3,11,1611,6785,Hans,Clement,member,master,start
BRGA818,3111614,3,11,1614,6880,Jan,Mutet,member,apprentice,start
BRGA818,3111614,3,11,1614,6720,Bernard,Dierdone,member,teacher,start
BRGA818,3111622,3,11,1622,6549,Carel Philips,Spierinckx,member,master,start
BRGA818,03111643A,3,11,1643,2982,Willem,Marquaet,goldsmith,apprentice,start
BRGA818,03111643A,3,11,1643,2801,Wolfaert,Wiedemans,goldsmith,teacher,start
BRGA818,03111643B,3,11,1643,2984,Jannes,Van der Put,glazier,apprentice,start
BRGA818,03111643B,3,11,1643,2825,Steven,Stekeldoore,glazier,teacher,start
BRGA818,3111666,3,11,1666,5443,Jan,Kelders,glazier,apprentice,start
BRGA818,3111666,3,11,1666,2825,Steven,Stekeldoore,glazier,teacher,start
BRGA818,3111668,3,11,1668,5765,Jan,Goddyn,glazier,apprentice,start
BRGA818,3111668,3,11,1668,3156,Willem,Lenaerts,glazier,teacher,start
BRGA818,4011612,4,1,1612,6816,Floris,Van Bossuyt,member,apprentice,start
BRGA818,4011612,4,1,1612,6417,Francois,De Backer,member,teacher,start
BRGA818,4011624,4,1,1624,5786,Severyn,Diertyts,painter,master,start
BRGA818,4011624,4,1,1624,5786,Severyn,Diertyts,painter,apprentice,former
BRGA818,4011624,4,1,1624,6516,Joris,Donckerwolck,painter,teacher,former
BRGA818,4011647,4,1,1647,3068,Jan Baptist,De Carrion,member,apprentice,start
BRGA818,4011647,4,1,1647,2854,Philips,Van der Elst,member,teacher,start
BRGA818,4021613,4,2,1613,6211,Philips,De Vadder,painter,master,start
BRGA818,04021614A,4,2,1614,6913,Quinten,Symons,member,master,start
BRGA818,04021614A,4,2,1614,6913,Quinten,Symons,member,apprentice,former
BRGA818,04021614A,4,2,1614,5995,Peter,Noveliers,member,teacher,former
BRGA818,04021614B,4,2,1614,6754,Carel,Herssel,painter,master,start
BRGA818,04021614B,4,2,1614,6754,Carel,Herssel,painter,apprentice,former
BRGA818,04021614B,4,2,1614,2821,David,Noveliers,painter,teacher,former
BRGA818,04021614C,4,2,1614,6920,Jacob,Verberghen,painter,master,start
BRGA818,04021614C,4,2,1614,6920,Jacob,Verberghen,painter,apprentice,former
BRGA818,04021614C,4,2,1614,6106,Gillis,Claessens,painter,teacher,former
BRGA818,04021614D,4,2,1614,6161,Jan,Noveliers,painter,master,start
BRGA818,04021614D,4,2,1614,6161,Jan,Noveliers,painter,apprentice,former
BRGA818,04021614D,4,2,1614,5995,Peter,Noveliers,painter,teacher,former
BRGA818,04021614E,4,2,1614,6182,Hans,Besoete,painter,master,start
BRGA818,04021614E,4,2,1614,6182,Hans,Besoete,painter,apprentice,former
BRGA818,04021614E,4,2,1614,6104,Jan Baptist,Grondone,painter,teacher,former
BRGA818,04021614F,4,2,1614,6925,Salomon,Noveliers,member,master’s son,start
BRGA818,04021614F,4,2,1614,5995,Peter,Noveliers,member,master,start
BRGA818,4021624,4,2,1624,6513,Gaspar,Picron,painter,apprentice,start
BRGA818,4021624,4,2,1624,713,Gaspar,De Craeyer,painter,teacher,start
BRGA818,04021631A,4,2,1631,6144,Jan,Waelens,member,apprentice,start
BRGA818,04021631A,4,2,1631,2809,Peter,Van der Borcht,member,teacher,start
BRGA818,04021631B,4,2,1631,6146,Jacques,Domingo,member,apprentice,start
BRGA818,04021631B,4,2,1631,6601,Francois,Mossens,member,teacher,start
BRGA818,4031638,4,3,1638,5833,Richard,Van Orley,member,master,start
BRGA818,4041609,4,4,1609,6420,Francois,Van Volxem,member,apprentice,start
BRGA818,4041609,4,4,1609,6106,Gillis,Claessens,member,teacher,start
BRGA818,4051614,4,5,1614,6328,Bernard,Van Rampelbergh,member,apprentice,start
BRGA818,4051614,4,5,1614,6021,Michiel,De Haese,member,teacher,start
BRGA818,4051623,4,5,1623,6538,Peter,Doms,painter,apprentice,start
BRGA818,4051623,4,5,1623,6214,Jan,Bouillon,painter,teacher,start
BRGA818,4051628,4,5,1628,6337,Johan Remy,Christoffel,member,apprentice,start
BRGA818,4051628,4,5,1628,6507,Willem,Van Yperseel,member,teacher,start
BRGA818,4051650,4,5,1650,3125,Gelaude,Fige,member,apprentice,start
BRGA818,4051650,4,5,1650,490,Antoon,Sallaert,member,teacher,start
BRGA818,4051667,4,5,1667,5391,Jan,Caffmeyer,glazier,apprentice,start
BRGA818,4051667,4,5,1667,3270,Michiel,Coolemans,glazier,teacher,start
BRGA818,04051681A,4,5,1681,5336,Nicolaes,Van den Schilde,glazier,master,start
BRGA818,04051681B,4,5,1681,5337,Peter,Hendrickx,painter,apprentice,start
BRGA818,04051681B,4,5,1681,513,Lucas,Achtschellinck,painter,teacher,start
BRGA818,4051682,4,5,1682,5545,Johannes Francois,Le Fils,painter,master,start
BRGA818,4061616,4,6,1616,6795,Jan,De Vos,member,master,start
BRGA818,4061616,4,6,1616,6795,Jan,De Vos,member,apprentice,former
BRGA818,4061616,4,6,1616,2821,David,Noveliers,member,teacher,former
BRGA818,4061620,4,6,1620,2903,Jan Baptist,Piscador,member,apprentice,start
BRGA818,4061620,4,6,1620,2905,Alexander,Bert,member,teacher,start
BRGA818,4071661,4,7,1661,5751,Michiel,Van Grouchom,member,master,start
BRGA818,4081693,4,8,1693,5723,Gaspar,Van Noye,painter,apprentice,start
BRGA818,4081693,4,8,1693,563,Peter,Van Orley,painter,teacher,start
BRGA818,4091614,4,9,1614,6889,Lieven,Van den Bosch,glazier,apprentice,start
BRGA818,4091614,4,9,1614,6842,Jan,De Kemp,glazier,teacher,start
BRGA818,4091624,4,9,1624,6497,Johannes,Keelpachter,painter,apprentice,start
BRGA818,4091624,4,9,1624,6499,[widow of] Roeland,Heussewiel,painter,teacher,start
BRGA818,4101663,4,10,1663,5641,Jan Carel,Van Bremt,painter,master,start
BRGA818,4101663,4,10,1663,5641,Jan Carel,Van Bremt,painter,apprentice,former
BRGA818,4111603,4,11,1603,6097,George,Van Lemt,member,apprentice,start
BRGA818,4111603,4,11,1603,6101,Hans,Vooremans,member,teacher,start
BRGA818,4111631,4,11,1631,3249,Joos,Van den Winckel,member,master,start
BRGA818,4111669,4,11,1669,3246,Joris,Ringheler,glazier,teacher,former
BRGA818,4111669,4,11,1669,5426,Peter,De Rauw,glazier,master,start
BRGA818,4111669,4,11,1669,5426,Peter,De Rauw,glazier,apprentice,former
BRGA818,4121610,4,12,1610,6523,Willem,Van Graenenbroeck,member,master,start
BRGA818,4121610,4,12,1610,6678,Vincent,Le Reimenants,member,teacher,former
BRGA818,4121610,4,12,1610,6523,Willem,Van Graenenbroeck,member,apprentice,former
BRGA818,5011619,5,1,1619,6646,Francois,Van der Plas,member,master,start
BRGA818,5011676,5,1,1676,5396,Jan Baptist,Maes,goldsmith,apprentice,start
BRGA818,5011676,5,1,1676,5397,Hendrick,Van den Steen,goldsmith,teacher,start
BRGA818,5011676,5,1,1676,5482,Jan [b],Raes,goldsmith,teacher,former
BRGA818,5011691,5,1,1691,5899,Joseph,Laboureur,member,apprentice,start
BRGA818,5011691,5,1,1691,582,Jacob,Van der Heyden,member,teacher,start
BRGA818,5021608,5,2,1608,6316,Hans,Van Asbrock,goldsmith,master,start
BRGA818,5021608,5,2,1608,6316,Hans,Van Asbrock,goldsmith,apprentice,former
BRGA818,05021629A,5,2,1629,6283,Antoon,Steps,painter,apprentice,start
BRGA818,05021629A,5,2,1629,6084,Peter,Coppens,painter,teacher,start
BRGA818,05021629B,5,2,1629,6287,Abraham,Sdrooghen,goldsmith,apprentice,start
BRGA818,05021629B,5,2,1629,6289,Jan,Van Waelant,goldsmith,teacher,start
BRGA818,05021629C,5,2,1629,6291,Louis,Catalyn,member,apprentice,start
BRGA818,05021629C,5,2,1629,6024,Jacques,Faydherbe,member,teacher,start
BRGA818,5021630,5,2,1630,6218,Arnold,Van Overstraeten,painter,apprentice,start
BRGA818,5021630,5,2,1630,2818,Peter,Busset,painter,teacher,start
BRGA818,5021653,5,2,1653,3181,Jan,Lenaerts,member,apprentice,start
BRGA818,5021653,5,2,1653,3152,Joos,Van Craesbeeck,member,teacher,start
BRGA818,05031651A,5,3,1651,3145,Daniel,Vaillant,member,master’s son,start
BRGA818,05031651A,5,3,1651,2838,Gerard,Van Hoochstadt,member,teacher,former
BRGA818,05031651A,5,3,1651,3146,Jan,Vaillant,member,master,former
BRGA818,05031651B,5,3,1651,3147,Jan Baptist,Claessens,member,master’s son,start
BRGA818,05031651B,5,3,1651,6106,Gillis,Claessens,member,master,start
BRGA818,05031651C,5,3,1651,3149,Joos,Van den Bossche,member,master’s son,start
BRGA818,05031651C,5,3,1651,2786,Engel,Van den Bosch,member,master,start
BRGA818,05031651D,5,3,1651,3151,Carel,Van den Steen,member,master’s son,start
BRGA818,05031651D,5,3,1651,3150,Carel,Van den Steen,member,master,start
BRGA818,05031651E,5,3,1651,2954,Louis,De Vleeshouwer,member,master,start
BRGA818,05031651E,5,3,1651,512,Daniel,Van Heil,member,teacher,former
BRGA818,05031651F,5,3,1651,3050,Adam Francois,Van der Meulen,member,master,start
BRGA818,05031651F,5,3,1651,5896,Peter,Snayers,member,teacher,former
BRGA818,05031651F,5,3,1651,3050,Adam Francois,Van der Meulen,member,apprentice,former
BRGA818,05031651G,5,3,1651,3152,Joos,Van Craesbeeck,member,master,start
BRGA818,05031651G,5,3,1651,3152,Joos,Van Craesbeeck,member,apprentice,former
BRGA818,5041606,5,4,1606,6184,Joos Baptist,Willeman,member,master,start
BRGA818,5041606,5,4,1606,6186,Philips,Machobeus,member,teacher,former
BRGA818,05041619A,5,4,1619,6633,Claude,Rosel,painter,apprentice,start
BRGA818,05041619A,5,4,1619,6575,Michiel,Van Werckhoven,painter,teacher,start
BRGA818,05041619B,5,4,1619,6649,Germeyn,Somers,painter,apprentice,start
BRGA818,05041619B,5,4,1619,2838,Gerard,Van Hoochstadt,painter,teacher,start
BRGA818,5041623,5,4,1623,6541,Jan Baptist,De Coninck,member,apprentice,start
BRGA818,5041623,5,4,1623,6089,Servaes,Coels,member,teacher,start
BRGA818,5051620,5,5,1620,2902,Maximiliaen,Van der Elst,member,master,start
BRGA818,5051620,5,5,1620,2902,Maximiliaen,Van der Elst,member,apprentice,former
BRGA818,5051620,5,5,1620,6516,Joris,Donckerwolck,member,teacher,former
BRGA818,5051678,5,5,1678,5386,Andries,Broeckmans,painter,apprentice,start
BRGA818,5051678,5,5,1678,5358,Thomas,Pins,painter,teacher,start
BRGA818,5061620,5,6,1620,6599,Bastiaen,Van Assche,member,apprentice,start
BRGA818,5061620,5,6,1620,2869,Elias,Geeraerts,member,teacher,start
BRGA818,5061626,5,6,1626,6423,Peter,Cempen,glazier,apprentice,start
BRGA818,5061626,5,6,1626,2915,Lucas,De Kemp,glazier,teacher,start
BRGA818,5061640,5,6,1640,2861,Jacob,Van den Dries,member,apprentice,start
BRGA818,5061640,5,6,1640,2822,Jan,Van Daele,member,teacher,start
BRGA818,5061652,5,6,1652,3170,Thomas,Cortinck,member,apprentice,start
BRGA818,5061652,5,6,1652,2829,Antoon,Van Opstal,member,teacher,start
BRGA818,5061662,5,6,1662,5659,Jan,Van der Bruggen,painter,apprentice,start
BRGA818,5061662,5,6,1662,3245,Gillis,Van Tilborgh,painter,teacher,start
BRGA818,5071621,5,7,1621,6583,Peter,De Clerck,member,apprentice,start
BRGA818,5071621,5,7,1621,2932,Jan,Van Velthoven,member,teacher,start
BRGA818,05071640A,5,7,1640,2868,Jan,Geeraerts,member,master’s son,start
BRGA818,05071640A,5,7,1640,2869,Elias,Geeraerts,member,master,start
BRGA818,05071640B,5,7,1640,2870,Francois,Raventarie,member,apprentice,start
BRGA818,05071640B,5,7,1640,3002,Jan,Van Bronckhorst,member,teacher,start
BRGA818,05081627A,5,8,1627,2976,Leo,Van Heil,member,master’s son,start
BRGA818,05081627A,5,8,1627,2812,Leo,Van Heil,member,master,start
BRGA818,05081627B,5,8,1627,512,Daniel,Van Heil,member,master’s son,start
BRGA818,05081627B,5,8,1627,2812,Leo,Van Heil,member,master,start
BRGA818,05081648A,5,8,1648,3086,Abraham,Van Avont,member,apprentice,start
BRGA818,05081648A,5,8,1648,2892,Nicolaes,Artois,member,teacher,start
BRGA818,05081648B,5,8,1648,3091,Adriaen,Van den Broeck,member,master,start
BRGA818,05081648B,5,8,1648,713,Gaspar,De Craeyer,member,teacher,former
BRGA818,05091616A,5,9,1616,6779,Adriaen,Goerries,glazier,apprentice,start
BRGA818,05091616A,5,9,1616,2961,Jan,Bauwens,glazier,teacher,start
BRGA818,05091616B,5,9,1616,6783,Raphael,Van Arssen,painter,apprentice,start
BRGA818,05091616B,5,9,1616,6629,Jan,Trippaert,painter,teacher,start
BRGA818,5101611,5,10,1611,6777,Willem,Geeraerts,glazier,apprentice,start
BRGA818,5101611,5,10,1611,2961,Jan,Bauwens,glazier,teacher,start
BRGA818,5111602,5,11,1602,6064,Hans,Goddaert,member,apprentice,start
BRGA818,5111602,5,11,1602,6065,Francois,Tons,member,teacher,start
BRGA818,05111620A,5,11,1620,6965,Erasmus,Lysmont,member,apprentice,start
BRGA818,05111620A,5,11,1620,2918,Severyn,De Kegel,member,teacher,start
BRGA818,05111620B,5,11,1620,6967,Otto,Van Veen,member,master,start
BRGA818,5111673,5,11,1673,5444,Huybrecht,Van Waeyenbergh,glazier,master’s son,start
BRGA818,6011607,6,1,1607,6220,Vincent,Leers,member,master,start
BRGA818,06011640A,6,1,1640,2819,Nicolaes,Bertreyn,member,master,start
BRGA818,06011640A,6,1,1640,2819,Nicolaes,Bertreyn,member,apprentice,former
BRGA818,06011640A,6,1,1640,2821,David,Noveliers,member,teacher,former
BRGA818,06011640B,6,1,1640,2822,Jan,Van Daele,member,master,start
BRGA818,06011640B,6,1,1640,2822,Jan,Van Daele,member,apprentice,former
BRGA818,06011640B,6,1,1640,6024,Jacques,Faydherbe,member,teacher,start
BRGA818,06021610A,6,2,1610,6473,Jacques,Van Worms,member,master’s son,start
BRGA818,06021610A,6,2,1610,6036,Willem,Van Worms,member,master,start
BRGA818,06021610B,6,2,1610,6643,Hendrick,Rota,glazier,apprentice,start
BRGA818,06021610B,6,2,1610,6428,Michiel,Geeraerts,glazier,teacher,start
BRGA818,6021663,6,2,1663,5599,Francois,Thierlinckx,painter,apprentice,start
BRGA818,6021663,6,2,1663,3118,Lanceloot,Volders,painter,teacher,start
BRGA818,6041620,6,4,1620,6609,Francois,Van der Borcht,member,apprentice,start
BRGA818,6041620,6,4,1620,6023,Lenard,Wauwermans,member,teacher,start
BRGA818,06051603A,6,5,1603,6051,Gerard,Snellinckx,member,master,start
BRGA818,06051603B,6,5,1603,3082,Cornelis,Gillis,glazier,apprentice,start
BRGA818,06051603B,6,5,1603,6087,Jacques,Roddaert,glazier,teacher,start
BRGA818,6051616,6,5,1616,6800,Nicolaes,Crick,member,apprentice,start
BRGA818,6051616,6,5,1616,6323,Carel,De Kemp,member,teacher,start
BRGA818,6051622,6,5,1622,6561,Hendrick,Kegelaer,member,apprentice,start
BRGA818,6051622,6,5,1622,6132,Jan,Mattheus,member,teacher,start
BRGA818,6051662,6,5,1662,5660,Carel Ignatius,Van Eefbergh,painter,apprentice,start
BRGA818,6051662,6,5,1662,3268,Peter [b],Van Gindertaelen,painter,teacher,start
BRGA818,6061606,6,6,1606,3166,Michiel,Benoot,member,apprentice,start
BRGA818,6061606,6,6,1606,3002,Jan,Van Bronckhorst,member,teacher,start
BRGA818,06061613A,6,6,1613,2918,Severyn,De Kegel,member,apprentice,start
BRGA818,06061613A,6,6,1613,6023,Lenard,Wauwermans,member,teacher,start
BRGA818,06061613B,6,6,1613,3210,Huybrecht,De Vadder,member,apprentice,start
BRGA818,06061613B,6,6,1613,6211,Philips,De Vadder,member,teacher,start
BRGA818,6061619,6,6,1619,6630,Francois,De Clerck,member,apprentice,start
BRGA818,6061619,6,6,1619,6502,Jan,De Moralis,member,teacher,start
BRGA818,6061623,6,6,1623,6535,Willem,Van Wede,member,master,start
BRGA818,6061623,6,6,1623,6536,Nicolaes,Van den Hecke,member,teacher,former
BRGA818,6061623,6,6,1623,6535,Willem,Van Wede,member,apprentice,former
BRGA818,06071661A,6,7,1661,5705,Ambrosius,,painter,apprentice,start
BRGA818,06071661A,6,7,1661,3153,Charles,Wautier,painter,teacher,start
BRGA818,06071661B,6,7,1661,5747,Peter,Capuyns,member,apprentice,start
BRGA818,06071661B,6,7,1661,2866,Peter,Meerts,member,teacher,start
BRGA818,6081631,6,8,1631,2827,Jacques,Nyts,member,apprentice,start
BRGA818,6081631,6,8,1631,2829,Antoon,Van Opstal,member,teacher,start
BRGA818,6101612,6,10,1612,6845,Gaspar,Levens,member,apprentice,start
BRGA818,6101612,6,10,1612,6104,Jan Baptist,Grondone,member,teacher,start
BRGA818,6101621,6,10,1621,6578,Jan Baptist,De Wolf,painter,apprentice,start
BRGA818,6101621,6,10,1621,6372,Hans,Van den Eynde,painter,teacher,start
BRGA818,6111624,6,11,1624,4223,Romeyn,Sanglier,painter,apprentice,start
BRGA818,6111624,6,11,1624,6967,Otto,Van Veen,painter,teacher,start
BRGA818,6111653,6,11,1653,3189,Gaspar,Van Anderhaeghen,member,apprentice,start
BRGA818,6111653,6,11,1653,2906,Jan,Jacobs,member,teacher,start
BRGA818,7021629,7,2,1629,5874,Jan,Meysens,painter,apprentice,start
BRGA818,7021629,7,2,1629,2829,Antoon,Van Opstal,painter,teacher,start
BRGA818,7031680,7,3,1680,5511,Michiel,Bauwens,glazier,master,start
BRGA818,7041638,7,4,1638,2912,Nicolaes,Letaer,member,master,start
BRGA818,7051626,7,5,1626,6406,Alexander,Vermeulen,member,apprentice,start
BRGA818,7051626,7,5,1626,3195,Godfried,Allaert,member,teacher,start
BRGA818,07051640A,7,5,1640,2842,Nicolaes,Yperseel,member,apprentice,start
BRGA818,07051640A,7,5,1640,2801,Wolfaert,Wiedemans,member,teacher,start
BRGA818,07051640B,7,5,1640,2844,Johan,Bourguignon,member,apprentice,start
BRGA818,07051640B,7,5,1640,2845,Jan,Ringheler,member,teacher,start
BRGA818,7051675,7,5,1675,3252,Francois,Ysenbaut,member,dean,
BRGA818,7051675,7,5,1675,3201,Philips,Reyniers,member,dean,
BRGA818,7061607,7,6,1607,6275,Nicolaes,Geraes,glazier,apprentice,start
BRGA818,7061607,7,6,1607,6277,Francois,Van Dipeldal,glazier,teacher,start
BRGA818,7061613,7,6,1613,6883,Jacques,Van Severpel,member,apprentice,start
BRGA818,7061613,7,6,1613,5940,Fernand,Bert,member,teacher,start
BRGA818,7061640,7,6,1640,2864,Robert,Maltum,member,apprentice,start
BRGA818,7061640,7,6,1640,2854,Philips,Van der Elst,member,teacher,start
BRGA818,7061661,7,6,1661,5737,Gillis,Sandes,goldsmith,apprentice,start
BRGA818,7061661,7,6,1661,2801,Wolfaert,Wiedemans,goldsmith,teacher,start
BRGA818,7071631,7,7,1631,6137,Cornelis,Jacobs,glazier,master’s son,start
BRGA818,7071631,7,7,1631,6053,Wouter,Jacobs,glazier,master,start
BRGA818,7071646,7,7,1646,2950,Francois,Morren,member,master,start
BRGA818,7071646,7,7,1646,2915,Lucas,De Kemp,member,teacher,former
BRGA818,07081613A,7,8,1613,6893,Baptist,Eghets,painter,apprentice,start
BRGA818,07081613A,7,8,1613,6042,Hendrick,De Vries,painter,teacher,start
BRGA818,07081613B,7,8,1613,2832,Jan,Doms,painter,apprentice,start
BRGA818,07081613B,7,8,1613,6207,Michiel,Hardies,painter,teacher,start
BRGA818,7081614,7,8,1614,6891,Nicolaes,Van Yperseel,member,apprentice,start
BRGA818,7081614,7,8,1614,6036,Willem,Van Worms,member,teacher,start
BRGA818,7081618,7,8,1618,6601,Francois,Mossens,member,master,start
BRGA818,7081618,7,8,1618,6601,Francois,Mossens,member,apprentice,former
BRGA818,7081618,7,8,1618,6629,Jan,Trippaert,member,teacher,former
BRGA818,7081627,7,8,1627,6356,Jan,Moenne,member,apprentice,start
BRGA818,7081627,7,8,1627,6358,Adam,Ditman,member,teacher,start
BRGA818,07101610A,7,10,1610,6734,Jan,Hubert,member,apprentice,start
BRGA818,07101610A,7,10,1610,6304,Joris,Storm,member,teacher,start
BRGA818,07101610B,7,10,1610,6740,Francois,Van den Couter,member,apprentice,start
BRGA818,07101610B,7,10,1610,6190,Wouter,Janssens,member,teacher,start
BRGA818,7101664,7,10,1664,5568,Hendrick,Lierinck,goldsmith,apprentice,start
BRGA818,7101664,7,10,1664,5482,Jan [b],Raes,goldsmith,teacher,start
BRGA818,7111639,7,11,1639,2810,Jan Baptist,Torel,member,apprentice,start
BRGA818,7111639,7,11,1639,2812,Leo,Van Heil,member,teacher,start
BRGA818,07121613A,7,12,1613,6956,Joris,Vylant,goldsmith,master,start
BRGA818,07121613A,7,12,1613,6261,Jan,Gotemans,goldsmith,teacher,former
BRGA818,07121613B,7,12,1613,6618,Willem,Van den Eynde,glazier,apprentice,start
BRGA818,07121613B,7,12,1613,6428,Michiel,Geeraerts,glazier,teacher,start
BRGA818,07121647A,7,12,1647,3088,Jacob,Bosdonck,member,master,start
BRGA818,07121647B,7,12,1647,2813,Joos,De Neck,member,master,start
BRGA818,07121647B,7,12,1647,2915,Lucas,De Kemp,member,teacher,former
BRGA818,8011614,8,1,1614,6954,Jan,Van Rillaert,glazier,master’s son,start
BRGA818,8011614,8,1,1614,6955,Nicolaes,Van Rillaert,glazier,master,start
BRGA818,8011657,8,1,1657,3205,Peter,Hellinck,painter,master,start
BRGA818,8011657,8,1,1657,512,Daniel,Van Heil,painter,teacher,former
BRGA818,8011672,8,1,1672,5474,Jan Baptist,Gillis,glazier,master’s son,start
BRGA818,8021634,8,2,1634,3108,Jan,De Haese,member,apprentice,start
BRGA818,8021634,8,2,1634,2829,Antoon,Van Opstal,member,teacher,start
BRGA818,8031641,8,3,1641,2922,Roeland,Van der Schaemp,glazier,apprentice,start
BRGA818,8031641,8,3,1641,2795,Jan,Odeyn,glazier,teacher,start
BRGA818,8031673,8,3,1673,5448,Jacques,Triccot,glazier,apprentice,start
BRGA818,8031673,8,3,1673,3258,Jan,Van den Bosch,glazier,teacher,start
BRGA818,8041650,8,4,1650,3118,Lanceloot,Volders,member,apprentice,start
BRGA818,8041650,8,4,1650,3268,Peter [b],Van Gindertaelen,member,teacher,start
BRGA818,8041672,8,4,1672,5472,Ludovicus,Schoreels,glazier,master’s son,start
BRGA818,8051603,8,5,1603,6084,Peter,Coppens,member,apprentice,start
BRGA818,8051603,8,5,1603,6085,Hieronymus,Van Orley,member,teacher,start
BRGA818,08051607A,8,5,1607,6720,Bernard,Dierdone,painter,apprentice,start
BRGA818,08051607A,8,5,1607,6269,Jan,Van der Vinne,painter,teacher,start
BRGA818,08051607B,8,5,1607,6271,Francois,Laureys,painter,apprentice,start
BRGA818,08051607B,8,5,1607,6059,Michiel,De Bordeaux,painter,teacher,start
BRGA818,8051672,8,5,1672,5462,Jan Baptist,Timmermans,goldsmith,master,start
BRGA818,8051681,8,5,1681,5332,Thomas,Verhasselt,glazier,apprentice,start
BRGA818,8051681,8,5,1681,5333,Carel,De Swert,glazier,teacher,start
BRGA818,08061606A,8,6,1606,6205,Augustyn,De Boeck,member,master,start
BRGA818,08061606A,8,6,1606,6059,Michiel,De Bordeaux,member,teacher,former
BRGA818,08061606B,8,6,1606,6207,Michiel,Hardies,member,master,start
BRGA818,08061606B,8,6,1606,5954,Jacob,Hanebal,member,teacher,former
BRGA818,8061617,8,6,1617,6727,Peter,Laseer,member,apprentice,start
BRGA818,8061617,8,6,1617,6205,Augustyn,De Boeck,member,teacher,start
BRGA818,8061618,8,6,1618,6703,Jan,Ordas,member,apprentice,start
BRGA818,8061618,8,6,1618,6705,Nicolaes,Tassaert,member,teacher,start
BRGA818,08071639A,8,7,1639,2795,Jan,Odeyn,member,master,start
BRGA818,08071639A,8,7,1639,2796,Jacques,Du Fay,member,teacher,former
BRGA818,08071639B,8,7,1639,2797,Michiel,De Sainneville,member,master,start
BRGA818,08071639B,8,7,1639,5874,Jan,Meysens,member,teacher,former
BRGA818,08071639B,8,7,1639,2797,Michiel,De Sainneville,member,apprentice,former
BRGA818,08071639C,8,7,1639,2799,Simon,Lemmens,member,apprentice,start
